year,state-name,sector-name,fuel-name,value
1983,New Hampshire,Industrial carbon dioxide emissions,Petroleum,0.619567
1983,New Hampshire,Industrial carbon dioxide emissions,Natural Gas,0.044959
1983,New Hampshire,Industrial carbon dioxide emissions,All Fuels,0.799479
1983,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,11.212672
1983,New Hampshire,Total carbon dioxide emissions from all sectors,Coal,2.794351
1983,New Hampshire,Total carbon dioxide emissions from all sectors,Petroleum,7.897825
1983,New Hampshire,Residential carbon dioxide emissions,Petroleum,1.534063
1983,New Jersey,Residential carbon dioxide emissions,Coal,0.03169
1983,New Jersey,Total carbon dioxide emissions from all sectors,Natural Gas,21.965047
1983,New Jersey,Residential carbon dioxide emissions,Natural Gas,8.003104
1983,New Jersey,Residential carbon dioxide emissions,All Fuels,15.290181
1983,New Jersey,Commercial carbon dioxide emissions,Coal,0.166228
1983,New Jersey,Commercial carbon dioxide emissions,Petroleum,4.706042
1983,New Jersey,Commercial carbon dioxide emissions,Natural Gas,4.344618
1983,New Jersey,Commercial carbon dioxide emissions,All Fuels,9.216887
1983,New Jersey,Transportation carbon dioxide emissions,Petroleum,54.689065
1983,New Jersey,Transportation carbon dioxide emissions,Natural Gas,0.053974
1983,New Jersey,Transportation carbon dioxide emissions,All Fuels,54.743039
1983,New Jersey,Electric Power carbon dioxide emissions,Coal,7.876335
1983,New Jersey,Electric Power carbon dioxide emissions,Petroleum,4.015927
1983,New Jersey,Electric Power carbon dioxide emissions,Natural Gas,5.326972
1983,New Jersey,Electric Power carbon dioxide emissions,All Fuels,17.219235
1983,New Jersey,Industrial carbon dioxide emissions,Coal,0.639546
1983,New Jersey,Industrial carbon dioxide emissions,Petroleum,9.776752
1983,New Jersey,Industrial carbon dioxide emissions,Natural Gas,4.236379
1983,New Jersey,Industrial carbon dioxide emissions,All Fuels,14.652677
1983,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,111.122019
1983,New Jersey,Total carbon dioxide emissions from all sectors,Coal,8.713799
1983,New Jersey,Total carbon dioxide emissions from all sectors,Petroleum,80.443173
1983,New Jersey,Residential carbon dioxide emissions,Petroleum,7.255387
1983,New Mexico,Residential carbon dioxide emissions,Coal,0.003361
1983,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,9.620302
1983,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.468442
1983,New Mexico,Residential carbon dioxide emissions,All Fuels,1.892661
1983,New Mexico,Commercial carbon dioxide emissions,Coal,0.01767
1983,New Mexico,Commercial carbon dioxide emissions,Petroleum,1.102729
1983,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.237646
1983,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.358044
1983,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.03933
1983,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.675432
1983,New Mexico,Transportation carbon dioxide emissions,All Fuels,10.714762
1983,New Mexico,Electric Power carbon dioxide emissions,Coal,24.85416
1983,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.107062
1983,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.610801
1983,New Mexico,Electric Power carbon dioxide emissions,All Fuels,26.572023
1983,New Mexico,Industrial carbon dioxide emissions,Coal,0.201092
1983,New Mexico,Industrial carbon dioxide emissions,Petroleum,3.30479
1983,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.627981
1983,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.133864
1983,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,48.671355
1983,New Mexico,Total carbon dioxide emissions from all sectors,Coal,25.076283
1983,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.97477
1983,New Mexico,Residential carbon dioxide emissions,Petroleum,0.420858
1983,New York,Residential carbon dioxide emissions,Coal,0.147406
1983,New York,Total carbon dioxide emissions from all sectors,Natural Gas,38.993175
1983,New York,Residential carbon dioxide emissions,Natural Gas,17.514733
1983,New York,Residential carbon dioxide emissions,All Fuels,31.608614
1983,New York,Commercial carbon dioxide emissions,Coal,0.774098
1983,New York,Commercial carbon dioxide emissions,Petroleum,12.098878
1983,New York,Commercial carbon dioxide emissions,Natural Gas,8.800631
1983,New York,Commercial carbon dioxide emissions,All Fuels,21.673606
1983,New York,Transportation carbon dioxide emissions,Petroleum,53.991268
1983,New York,Transportation carbon dioxide emissions,Natural Gas,0.179155
1983,New York,Transportation carbon dioxide emissions,All Fuels,54.170423
1983,New York,Electric Power carbon dioxide emissions,Coal,15.938141
1983,New York,Electric Power carbon dioxide emissions,Petroleum,27.340494
1983,New York,Electric Power carbon dioxide emissions,Natural Gas,7.423913
1983,New York,Electric Power carbon dioxide emissions,All Fuels,50.702549
1983,New York,Industrial carbon dioxide emissions,Coal,8.491379
1983,New York,Industrial carbon dioxide emissions,Petroleum,6.3263
1983,New York,Industrial carbon dioxide emissions,Natural Gas,5.074744
1983,New York,Industrial carbon dioxide emissions,All Fuels,19.892423
1983,New York,Total carbon dioxide emissions from all sectors,All Fuels,178.047615
1983,New York,Total carbon dioxide emissions from all sectors,Coal,25.351024
1983,New York,Total carbon dioxide emissions from all sectors,Petroleum,113.703416
1983,New York,Residential carbon dioxide emissions,Petroleum,13.946475
1983,North Carolina,Residential carbon dioxide emissions,Coal,0.048879
1983,North Carolina,Residential carbon dioxide emissions,Petroleum,3.525886
1983,North Carolina,Total carbon dioxide emissions from all sectors,Natural Gas,7.300372
1983,North Carolina,Total carbon dioxide emissions from all sectors,Petroleum,43.82841
1983,North Carolina,Total carbon dioxide emissions from all sectors,Coal,56.573111
1983,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,107.701893
1983,North Carolina,Industrial carbon dioxide emissions,All Fuels,13.53716
1983,North Carolina,Industrial carbon dioxide emissions,Natural Gas,3.911069
1983,North Carolina,Industrial carbon dioxide emissions,Petroleum,5.22965
1983,North Carolina,Industrial carbon dioxide emissions,Coal,4.396441
1983,North Carolina,Electric Power carbon dioxide emissions,All Fuels,52.079915
1983,North Carolina,Electric Power carbon dioxide emissions,Natural Gas,0.008907
1983,North Carolina,Electric Power carbon dioxide emissions,Petroleum,0.199905
1983,North Carolina,Electric Power carbon dioxide emissions,Coal,51.871103
1983,North Carolina,Transportation carbon dioxide emissions,All Fuels,33.325307
1983,North Carolina,Transportation carbon dioxide emissions,Natural Gas,0.316954
1983,North Carolina,Transportation carbon dioxide emissions,Petroleum,33.008353
1983,North Carolina,Commercial carbon dioxide emissions,All Fuels,3.474375
1983,North Carolina,Commercial carbon dioxide emissions,Natural Gas,1.35307
1983,North Carolina,Commercial carbon dioxide emissions,Petroleum,1.864616
1983,North Carolina,Commercial carbon dioxide emissions,Coal,0.256688
1983,North Carolina,Residential carbon dioxide emissions,All Fuels,5.285137
1983,North Carolina,Residential carbon dioxide emissions,Natural Gas,1.710372
1983,North Dakota,Residential carbon dioxide emissions,Coal,0.048015
1983,North Dakota,Total carbon dioxide emissions from all sectors,Natural Gas,1.433063
1983,North Dakota,Total carbon dioxide emissions from all sectors,Coal,20.300791
1983,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,30.097862
1983,North Dakota,Industrial carbon dioxide emissions,All Fuels,3.642611
1983,North Dakota,Industrial carbon dioxide emissions,Natural Gas,0.314818
1983,North Dakota,Industrial carbon dioxide emissions,Petroleum,2.625494
1983,North Dakota,Industrial carbon dioxide emissions,Coal,0.702299
1983,North Dakota,Electric Power carbon dioxide emissions,All Fuels,19.341604
1983,North Dakota,Electric Power carbon dioxide emissions,Natural Gas,0.000636
1983,North Dakota,Electric Power carbon dioxide emissions,Petroleum,0.042377
1983,North Dakota,Electric Power carbon dioxide emissions,Coal,19.29859
1983,North Dakota,Transportation carbon dioxide emissions,All Fuels,4.924223
1983,North Dakota,Transportation carbon dioxide emissions,Natural Gas,0.036478
1983,North Dakota,Transportation carbon dioxide emissions,Petroleum,4.887745
1983,North Dakota,Commercial carbon dioxide emissions,All Fuels,1.096689
1983,North Dakota,Commercial carbon dioxide emissions,Natural Gas,0.544515
1983,North Dakota,Commercial carbon dioxide emissions,Petroleum,0.300287
1983,North Dakota,Commercial carbon dioxide emissions,Coal,0.251887
1983,North Dakota,Residential carbon dioxide emissions,All Fuels,1.092736
1983,North Dakota,Residential carbon dioxide emissions,Natural Gas,0.536615
1983,North Dakota,Residential carbon dioxide emissions,Petroleum,0.508106
1983,North Dakota,Total carbon dioxide emissions from all sectors,Petroleum,8.364009
1983,Ohio,Industrial carbon dioxide emissions,Coal,24.476135
1983,Ohio,Industrial carbon dioxide emissions,Petroleum,13.357225
1983,Ohio,Industrial carbon dioxide emissions,Natural Gas,13.773971
1983,Ohio,Industrial carbon dioxide emissions,All Fuels,51.607331
1983,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,234.919419
1983,Ohio,Total carbon dioxide emissions from all sectors,Coal,125.091648
1983,Ohio,Total carbon dioxide emissions from all sectors,Petroleum,69.494598
1983,Ohio,Total carbon dioxide emissions from all sectors,Natural Gas,40.333174
1983,Ohio,Residential carbon dioxide emissions,Coal,0.308736
1983,Ohio,Residential carbon dioxide emissions,Petroleum,2.455041
1983,Ohio,Residential carbon dioxide emissions,Natural Gas,18.072662
1983,Ohio,Residential carbon dioxide emissions,All Fuels,20.83644
1983,Ohio,Commercial carbon dioxide emissions,Coal,1.620986
1983,Ohio,Commercial carbon dioxide emissions,Petroleum,2.136469
1983,Ohio,Commercial carbon dioxide emissions,Natural Gas,7.871031
1983,Ohio,Commercial carbon dioxide emissions,All Fuels,11.628487
1983,Ohio,Transportation carbon dioxide emissions,Petroleum,51.271704
1983,Ohio,Transportation carbon dioxide emissions,Natural Gas,0.559467
1983,Ohio,Transportation carbon dioxide emissions,All Fuels,51.831171
1983,Ohio,Electric Power carbon dioxide emissions,Coal,98.68579
1983,Ohio,Electric Power carbon dioxide emissions,Petroleum,0.274159
1983,Ohio,Electric Power carbon dioxide emissions,Natural Gas,0.056042
1983,Ohio,Electric Power carbon dioxide emissions,All Fuels,99.015991
1983,Oklahoma,Residential carbon dioxide emissions,Coal,0.000672
1983,Oklahoma,Residential carbon dioxide emissions,Petroleum,0.657315
1983,Oklahoma,Total carbon dioxide emissions from all sectors,Natural Gas,34.157456
1983,Oklahoma,Total carbon dioxide emissions from all sectors,Petroleum,30.381094
1983,Oklahoma,Total carbon dioxide emissions from all sectors,Coal,20.851895
1983,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,85.390445
1983,Oklahoma,Industrial carbon dioxide emissions,All Fuels,20.523397
1983,Oklahoma,Industrial carbon dioxide emissions,Natural Gas,12.821307
1983,Oklahoma,Industrial carbon dioxide emissions,Petroleum,6.505977
1983,Oklahoma,Industrial carbon dioxide emissions,Coal,1.196113
1983,Oklahoma,Electric Power carbon dioxide emissions,All Fuels,32.877496
1983,Oklahoma,Electric Power carbon dioxide emissions,Natural Gas,13.203836
1983,Oklahoma,Electric Power carbon dioxide emissions,Petroleum,0.0222
1983,Oklahoma,Electric Power carbon dioxide emissions,Coal,19.651461
1983,Oklahoma,Transportation carbon dioxide emissions,All Fuels,24.012547
1983,Oklahoma,Transportation carbon dioxide emissions,Natural Gas,1.349518
1983,Oklahoma,Transportation carbon dioxide emissions,Petroleum,22.663029
1983,Oklahoma,Commercial carbon dioxide emissions,All Fuels,2.964114
1983,Oklahoma,Commercial carbon dioxide emissions,Natural Gas,2.427892
1983,Oklahoma,Commercial carbon dioxide emissions,Petroleum,0.532573
1983,Oklahoma,Commercial carbon dioxide emissions,Coal,0.003649
1983,Oklahoma,Residential carbon dioxide emissions,All Fuels,5.012891
1983,Oklahoma,Residential carbon dioxide emissions,Natural Gas,4.354904
1983,Oregon,Residential carbon dioxide emissions,Coal,0.001248
1983,Oregon,Total carbon dioxide emissions from all sectors,Natural Gas,3.622476
1983,Oregon,Total carbon dioxide emissions from all sectors,Coal,0.938717
1983,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,25.711457
1983,Oregon,Industrial carbon dioxide emissions,All Fuels,4.457864
1983,Oregon,Industrial carbon dioxide emissions,Natural Gas,1.694775
1983,Oregon,Industrial carbon dioxide emissions,Petroleum,2.398171
1983,Oregon,Industrial carbon dioxide emissions,Coal,0.364919
1983,Oregon,Electric Power carbon dioxide emissions,All Fuels,0.577018
1983,Oregon,Electric Power carbon dioxide emissions,Natural Gas,5.30E-05
1983,Oregon,Electric Power carbon dioxide emissions,Petroleum,0.010946
1983,Oregon,Electric Power carbon dioxide emissions,Coal,0.566019
1983,Oregon,Transportation carbon dioxide emissions,All Fuels,16.894742
1983,Oregon,Transportation carbon dioxide emissions,Natural Gas,0.165741
1983,Oregon,Transportation carbon dioxide emissions,Petroleum,16.729002
1983,Oregon,Commercial carbon dioxide emissions,All Fuels,1.910643
1983,Oregon,Commercial carbon dioxide emissions,Natural Gas,0.835807
1983,Oregon,Commercial carbon dioxide emissions,Petroleum,1.068306
1983,Oregon,Commercial carbon dioxide emissions,Coal,0.00653
1983,Oregon,Residential carbon dioxide emissions,All Fuels,1.871189
1983,Oregon,Residential carbon dioxide emissions,Natural Gas,0.9261
1983,Oregon,Residential carbon dioxide emissions,Petroleum,0.94384
1983,Oregon,Total carbon dioxide emissions from all sectors,Petroleum,21.150264
1983,Pennsylvania,Residential carbon dioxide emissions,Coal,0.559087
1983,Pennsylvania,Total carbon dioxide emissions from all sectors,Natural Gas,34.542738
1983,Pennsylvania,Residential carbon dioxide emissions,Natural Gas,13.764734
1983,Pennsylvania,Residential carbon dioxide emissions,All Fuels,24.200739
1983,Pennsylvania,Commercial carbon dioxide emissions,Coal,2.935061
1983,Pennsylvania,Commercial carbon dioxide emissions,Petroleum,3.747141
1983,Pennsylvania,Commercial carbon dioxide emissions,Natural Gas,6.286687
1983,Pennsylvania,Commercial carbon dioxide emissions,All Fuels,12.968889
1983,Pennsylvania,Transportation carbon dioxide emissions,Petroleum,50.516274
1983,Pennsylvania,Transportation carbon dioxide emissions,Natural Gas,1.593516
1983,Pennsylvania,Transportation carbon dioxide emissions,All Fuels,52.10979
1983,Pennsylvania,Electric Power carbon dioxide emissions,Coal,93.136212
1983,Pennsylvania,Electric Power carbon dioxide emissions,Petroleum,9.573788
1983,Pennsylvania,Electric Power carbon dioxide emissions,Natural Gas,0.087695
1983,Pennsylvania,Electric Power carbon dioxide emissions,All Fuels,102.797695
1983,Pennsylvania,Industrial carbon dioxide emissions,Coal,29.648633
1983,Pennsylvania,Industrial carbon dioxide emissions,Petroleum,11.626855
1983,Pennsylvania,Industrial carbon dioxide emissions,Natural Gas,12.810105
1983,Pennsylvania,Industrial carbon dioxide emissions,All Fuels,54.085593
1983,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,246.162706
1983,Pennsylvania,Total carbon dioxide emissions from all sectors,Coal,126.278993
1983,Pennsylvania,Total carbon dioxide emissions from all sectors,Petroleum,85.340975
1983,Pennsylvania,Residential carbon dioxide emissions,Petroleum,9.876918
1983,Rhode Island,Residential carbon dioxide emissions,Coal,0.002593
1983,Rhode Island,Total carbon dioxide emissions from all sectors,Natural Gas,1.581575
1983,Rhode Island,Residential carbon dioxide emissions,Natural Gas,0.754156
1983,Rhode Island,Residential carbon dioxide emissions,All Fuels,2.053819
1983,Rhode Island,Commercial carbon dioxide emissions,Coal,0.013828
1983,Rhode Island,Commercial carbon dioxide emissions,Petroleum,0.420271
1983,Rhode Island,Commercial carbon dioxide emissions,Natural Gas,0.382645
1983,Rhode Island,Commercial carbon dioxide emissions,All Fuels,0.816745
1983,Rhode Island,Transportation carbon dioxide emissions,Petroleum,3.613962
1983,Rhode Island,Transportation carbon dioxide emissions,Natural Gas,0.008801
1983,Rhode Island,Transportation carbon dioxide emissions,All Fuels,3.622764
1983,Rhode Island,Electric Power carbon dioxide emissions,Petroleum,0.335764
1983,Rhode Island,Electric Power carbon dioxide emissions,Natural Gas,0.169611
1983,Rhode Island,Electric Power carbon dioxide emissions,All Fuels,0.505375
1983,Rhode Island,Industrial carbon dioxide emissions,Petroleum,0.414872
1983,Rhode Island,Industrial carbon dioxide emissions,Natural Gas,0.266361
1983,Rhode Island,Industrial carbon dioxide emissions,All Fuels,0.681233
1983,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,7.679935
1983,Rhode Island,Total carbon dioxide emissions from all sectors,Coal,0.016421
1983,Rhode Island,Total carbon dioxide emissions from all sectors,Petroleum,6.081939
1983,Rhode Island,Residential carbon dioxide emissions,Petroleum,1.297069
1983,South Carolina,Total carbon dioxide emissions from all sectors,Petroleum,22.102236
1983,South Carolina,Total carbon dioxide emissions from all sectors,Natural Gas,5.383633
1983,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,49.706659
1983,South Carolina,Industrial carbon dioxide emissions,All Fuels,10.955455
1983,South Carolina,Industrial carbon dioxide emissions,Natural Gas,3.267393
1983,South Carolina,Industrial carbon dioxide emissions,Petroleum,2.53661
1983,South Carolina,Industrial carbon dioxide emissions,Coal,5.151452
1983,South Carolina,Electric Power carbon dioxide emissions,All Fuels,16.771377
1983,South Carolina,Electric Power carbon dioxide emissions,Natural Gas,0.05127
1983,South Carolina,Electric Power carbon dioxide emissions,Petroleum,0.060626
1983,South Carolina,Electric Power carbon dioxide emissions,Coal,16.659481
1983,South Carolina,Transportation carbon dioxide emissions,All Fuels,17.974181
1983,South Carolina,Transportation carbon dioxide emissions,Natural Gas,0.143419
1983,South Carolina,Transportation carbon dioxide emissions,Petroleum,17.830762
1983,South Carolina,Commercial carbon dioxide emissions,All Fuels,1.907931
1983,South Carolina,Commercial carbon dioxide emissions,Natural Gas,0.901075
1983,South Carolina,Commercial carbon dioxide emissions,Petroleum,0.662589
1983,South Carolina,Commercial carbon dioxide emissions,Coal,0.344268
1983,South Carolina,Residential carbon dioxide emissions,All Fuels,2.097714
1983,South Carolina,Residential carbon dioxide emissions,Natural Gas,1.020476
1983,South Carolina,Residential carbon dioxide emissions,Petroleum,1.01165
1983,South Carolina,Residential carbon dioxide emissions,Coal,0.065588
1983,South Carolina,Total carbon dioxide emissions from all sectors,Coal,22.220789
1983,South Dakota,Total carbon dioxide emissions from all sectors,Natural Gas,1.241173
1983,South Dakota,Total carbon dioxide emissions from all sectors,Petroleum,6.241432
1983,South Dakota,Total carbon dioxide emissions from all sectors,Coal,2.919208
1983,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,10.401814
1983,South Dakota,Industrial carbon dioxide emissions,All Fuels,1.775295
1983,South Dakota,Industrial carbon dioxide emissions,Natural Gas,0.197528
1983,South Dakota,Industrial carbon dioxide emissions,Petroleum,1.240103
1983,South Dakota,Industrial carbon dioxide emissions,Coal,0.337664
1983,South Dakota,Electric Power carbon dioxide emissions,All Fuels,2.594446
1983,South Dakota,Electric Power carbon dioxide emissions,Natural Gas,0.002386
1983,South Dakota,Electric Power carbon dioxide emissions,Petroleum,0.018198
1983,South Dakota,Electric Power carbon dioxide emissions,Coal,2.573862
1983,South Dakota,Transportation carbon dioxide emissions,All Fuels,4.236136
1983,South Dakota,Transportation carbon dioxide emissions,Natural Gas,0.006787
1983,South Dakota,Transportation carbon dioxide emissions,Petroleum,4.22935
1983,South Dakota,Commercial carbon dioxide emissions,All Fuels,0.682423
1983,South Dakota,Commercial carbon dioxide emissions,Natural Gas,0.463713
1983,South Dakota,Commercial carbon dioxide emissions,Petroleum,0.212276
1983,South Dakota,Commercial carbon dioxide emissions,Coal,0.006434
1983,South Dakota,Residential carbon dioxide emissions,All Fuels,1.113514
1983,South Dakota,Residential carbon dioxide emissions,Natural Gas,0.57076
1983,South Dakota,Residential carbon dioxide emissions,Coal,0.001248
1983,South Dakota,Residential carbon dioxide emissions,Petroleum,0.541505
1983,Tennessee,Transportation carbon dioxide emissions,All Fuels,27.964937
1983,Tennessee,Electric Power carbon dioxide emissions,Coal,41.83598
1983,Tennessee,Transportation carbon dioxide emissions,Petroleum,27.374348
1983,Tennessee,Commercial carbon dioxide emissions,All Fuels,4.543883
1983,Tennessee,Commercial carbon dioxide emissions,Natural Gas,2.327048
1983,Tennessee,Commercial carbon dioxide emissions,Petroleum,1.265082
1983,Tennessee,Commercial carbon dioxide emissions,Coal,0.951753
1983,Tennessee,Residential carbon dioxide emissions,All Fuels,3.092637
1983,Tennessee,Residential carbon dioxide emissions,Natural Gas,2.201921
1983,Tennessee,Residential carbon dioxide emissions,Petroleum,0.709411
1983,Tennessee,Residential carbon dioxide emissions,Coal,0.181305
1983,Tennessee,Total carbon dioxide emissions from all sectors,Natural Gas,10.316611
1983,Tennessee,Total carbon dioxide emissions from all sectors,Petroleum,32.497628
1983,Tennessee,Total carbon dioxide emissions from all sectors,Coal,51.986409
1983,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,94.800647
1983,Tennessee,Industrial carbon dioxide emissions,All Fuels,17.232222
1983,Tennessee,Industrial carbon dioxide emissions,Natural Gas,5.191273
1983,Tennessee,Industrial carbon dioxide emissions,Petroleum,3.023578
1983,Tennessee,Industrial carbon dioxide emissions,Coal,9.017371
1983,Tennessee,Electric Power carbon dioxide emissions,All Fuels,41.966968
1983,Tennessee,Electric Power carbon dioxide emissions,Natural Gas,0.005779
1983,Tennessee,Electric Power carbon dioxide emissions,Petroleum,0.125209
1983,Tennessee,Transportation carbon dioxide emissions,Natural Gas,0.59059
1983,Texas,Transportation carbon dioxide emissions,All Fuels,132.672479
1983,Texas,Transportation carbon dioxide emissions,Natural Gas,5.788299
1983,Texas,Transportation carbon dioxide emissions,Petroleum,126.88418
1983,Texas,Commercial carbon dioxide emissions,All Fuels,19.122792
1983,Texas,Commercial carbon dioxide emissions,Natural Gas,8.616015
1983,Texas,Commercial carbon dioxide emissions,Petroleum,10.506777
1983,Texas,Residential carbon dioxide emissions,All Fuels,13.155055
1983,Texas,Residential carbon dioxide emissions,Natural Gas,11.734439
1983,Texas,Residential carbon dioxide emissions,Petroleum,1.420615
1983,Texas,Total carbon dioxide emissions from all sectors,Natural Gas,173.062007
1983,Texas,Total carbon dioxide emissions from all sectors,Petroleum,218.468934
1983,Texas,Total carbon dioxide emissions from all sectors,Coal,96.674477
1983,Texas,Total carbon dioxide emissions from all sectors,All Fuels,488.205417
1983,Texas,Industrial carbon dioxide emissions,All Fuels,166.427603
1983,Texas,Industrial carbon dioxide emissions,Natural Gas,82.279996
1983,Texas,Industrial carbon dioxide emissions,Petroleum,77.913546
1983,Texas,Industrial carbon dioxide emissions,Coal,6.234061
1983,Texas,Electric Power carbon dioxide emissions,All Fuels,156.827488
1983,Texas,Electric Power carbon dioxide emissions,Coal,90.440415
1983,Texas,Electric Power carbon dioxide emissions,Petroleum,1.743816
1983,Texas,Electric Power carbon dioxide emissions,Natural Gas,64.643256
1983,United States,Total carbon dioxide emissions from all sectors,Petroleum,1964.631979
1983,United States,Total carbon dioxide emissions from all sectors,Natural Gas,903.840481
1983,United States,Total carbon dioxide emissions from all sectors,All Fuels,4373.028419
1983,United States,Industrial carbon dioxide emissions,All Fuels,918.336162
1983,United States,Industrial carbon dioxide emissions,Natural Gas,346.259734
1983,United States,Industrial carbon dioxide emissions,Petroleum,340.098031
1983,United States,Industrial carbon dioxide emissions,Coal,231.978396
1983,United States,Electric Power carbon dioxide emissions,All Fuels,1528.731557
1983,United States,Electric Power carbon dioxide emissions,Natural Gas,158.640188
1983,United States,Electric Power carbon dioxide emissions,Petroleum,116.023782
1983,United States,Electric Power carbon dioxide emissions,Coal,1254.067588
1983,United States,Transportation carbon dioxide emissions,All Fuels,1353.708419
1983,United States,Transportation carbon dioxide emissions,Natural Gas,26.785545
1983,United States,Transportation carbon dioxide emissions,Petroleum,1326.922874
1983,United States,Commercial carbon dioxide emissions,All Fuels,233.679793
1983,United States,Commercial carbon dioxide emissions,Natural Gas,132.794952
1983,United States,Commercial carbon dioxide emissions,Petroleum,85.336431
1983,United States,Commercial carbon dioxide emissions,Coal,15.548409
1983,United States,Residential carbon dioxide emissions,All Fuels,338.572488
1983,United States,Residential carbon dioxide emissions,Natural Gas,239.360062
1983,United States,Residential carbon dioxide emissions,Petroleum,96.25086
1983,United States,Residential carbon dioxide emissions,Coal,2.961565
1983,United States,Total carbon dioxide emissions from all sectors,Coal,1504.555959
1983,Utah,Total carbon dioxide emissions from all sectors,Natural Gas,6.167693
1983,Utah,Total carbon dioxide emissions from all sectors,Petroleum,12.190766
1983,Utah,Total carbon dioxide emissions from all sectors,Coal,15.147049
1983,Utah,Total carbon dioxide emissions from all sectors,All Fuels,33.505508
1983,Utah,Industrial carbon dioxide emissions,All Fuels,8.324412
1983,Utah,Industrial carbon dioxide emissions,Natural Gas,2.443727
1983,Utah,Industrial carbon dioxide emissions,Petroleum,2.517657
1983,Utah,Industrial carbon dioxide emissions,Coal,3.363028
1983,Utah,Electric Power carbon dioxide emissions,All Fuels,11.457259
1983,Utah,Electric Power carbon dioxide emissions,Natural Gas,0.062829
1983,Utah,Electric Power carbon dioxide emissions,Petroleum,0.034094
1983,Utah,Electric Power carbon dioxide emissions,Coal,11.360337
1983,Utah,Transportation carbon dioxide emissions,All Fuels,8.976349
1983,Utah,Transportation carbon dioxide emissions,Natural Gas,0.069509
1983,Utah,Transportation carbon dioxide emissions,Petroleum,8.906839
1983,Utah,Commercial carbon dioxide emissions,All Fuels,1.367308
1983,Utah,Commercial carbon dioxide emissions,Natural Gas,0.455813
1983,Utah,Commercial carbon dioxide emissions,Petroleum,0.555608
1983,Utah,Commercial carbon dioxide emissions,Coal,0.355887
1983,Utah,Residential carbon dioxide emissions,All Fuels,3.38018
1983,Utah,Residential carbon dioxide emissions,Natural Gas,3.135815
1983,Utah,Residential carbon dioxide emissions,Coal,0.067797
1983,Utah,Residential carbon dioxide emissions,Petroleum,0.176568
1983,Vermont,Total carbon dioxide emissions from all sectors,Natural Gas,0.224572
1983,Vermont,Total carbon dioxide emissions from all sectors,Petroleum,4.07542
1983,Vermont,Total carbon dioxide emissions from all sectors,Coal,0.111075
1983,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,4.411066
1983,Vermont,Industrial carbon dioxide emissions,All Fuels,0.427867
1983,Vermont,Industrial carbon dioxide emissions,Natural Gas,0.10183
1983,Vermont,Industrial carbon dioxide emissions,Petroleum,0.316573
1983,Vermont,Industrial carbon dioxide emissions,Coal,0.009464
1983,Vermont,Electric Power carbon dioxide emissions,All Fuels,0.087267
1983,Vermont,Electric Power carbon dioxide emissions,Natural Gas,0.011664
1983,Vermont,Electric Power carbon dioxide emissions,Petroleum,0.007026
1983,Vermont,Electric Power carbon dioxide emissions,Coal,0.068577
1983,Vermont,Transportation carbon dioxide emissions,All Fuels,2.428846
1983,Vermont,Transportation carbon dioxide emissions,Natural Gas,0.000265
1983,Vermont,Transportation carbon dioxide emissions,Petroleum,2.428581
1983,Vermont,Commercial carbon dioxide emissions,All Fuels,0.347085
1983,Vermont,Commercial carbon dioxide emissions,Natural Gas,0.045014
1983,Vermont,Commercial carbon dioxide emissions,Petroleum,0.274318
1983,Vermont,Commercial carbon dioxide emissions,Coal,0.027753
1983,Vermont,Residential carbon dioxide emissions,All Fuels,1.120001
1983,Vermont,Residential carbon dioxide emissions,Natural Gas,0.065798
1983,Vermont,Residential carbon dioxide emissions,Coal,0.005282
1983,Vermont,Residential carbon dioxide emissions,Petroleum,1.048922
1983,Virginia,Total carbon dioxide emissions from all sectors,Petroleum,43.497007
1983,Virginia,Total carbon dioxide emissions from all sectors,Natural Gas,7.69429
1983,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,77.258011
1983,Virginia,Industrial carbon dioxide emissions,All Fuels,15.840229
1983,Virginia,Industrial carbon dioxide emissions,Natural Gas,2.433539
1983,Virginia,Industrial carbon dioxide emissions,Petroleum,3.780369
